"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"5245",5667,7843,7843,"TANGS JIANG RESTAURANT","306","SAINT NICHOLAS AVENUE",10027,"Chinese","306, SAINT NICHOLAS AVENUE, New York, NY",-73.9521785,40.8109378
"5246",5668,7844,7844,"CHEESY PIZZA","2640","BROADWAY",10025,"Pizza","2640, BROADWAY, New York, NY",-73.9695482,40.7971965
"5247",5669,7845,7845,"NY HOT JUMBO BAGELS","1070","2 AVENUE",10022,"Others","1070, 2 AVENUE, New York, NY",-73.9654059,40.7587244
"5248",5670,7846,7846,"THE PERFECT PINT","123","WEST   45 STREET",10036,"Others","123, WEST   45 STREET, New York, NY",-73.9837397,40.7574076
"5249",5671,7848,7848,"ANGLERS CLUB OF NEW YORK","101","BROAD STREET",10004,"American","101, BROAD STREET, New York, NY",-74.0113063,40.703297
"5250",5672,7849,7849,"BLUESTONE LANE","1375","BROADWAY",10018,"Others","1375, BROADWAY, New York, NY",-73.9878697,40.752622
"5251",5674,7851,7851,"JUST SALAD","600","3 AVENUE",10016,"Others","600, 3 AVENUE, New York, NY",-73.975862,40.7493064
"5252",5675,7852,7852,"DA UMBERTO RESTAURANT","107","WEST   17 STREET",10011,"Italian","107, WEST   17 STREET, New York, NY",-73.995827,40.739672
"5253",5677,7854,7854,"TAL BAGELS DELI","975979","FIRST AVENUE",10022,"Others","975979, FIRST AVENUE, New York, NY",-73.95924,40.763368
"5254",5679,7856,7856,"A CAFE","42","WEST   58 STREET",10019,"Others","42, WEST   58 STREET, New York, NY",-73.9756108,40.7643514
"5255",5680,7857,7857,"MOMO SUSHI","239","PARK AVE S",10003,"Japanese","239, PARK AVE S, New York, NY",-73.9876401,40.737807
"5256",5681,7859,7859,"THE COFFEE HOUSE","20","WEST   44 STREET",10036,"Others","20, WEST   44 STREET, New York, NY",-73.9814189,40.7552007
"5257",5682,7860,7860,"JOE & THE JUICE PARK AVENUE","430","PARK AVE",10022,"Others","430, PARK AVE, New York, NY",-73.9717539,40.7607937
"5258",5683,7861,7861,"VON","3","BLEECKER STREET",10012,"American","3, BLEECKER STREET, New York, NY",-73.99259,40.725475
"5259",5684,7862,7862,"MAYA","1191","1 AVENUE",10065,"Others","1191, 1 AVENUE, New York, NY",-73.9596607,40.7631641
"5260",5685,7863,7863,"DELIVERY ONLY","126","PEARL ST",10005,"American","126, PEARL ST, New York, NY",-74.0086218,40.704804
"5261",5686,7864,7864,"RHONG -TIAM","31","E 21ST ST",10010,"Others","31, E 21ST ST, New York, NY",-73.9884895,40.7396068
"5262",5687,7865,7865,"BIENANGY'S RINCONCITO DULCE","1650","SAINT NICHOLAS AVE",10040,"Others","1650, SAINT NICHOLAS AVE, New York, NY",-73.928079,40.856481
"5263",5688,7866,7866,"STARBUCKS","99","WALL STREET",10005,"Others","99, WALL STREET, New York, NY",-74.0072831,40.7048253
"5264",5689,7867,7867,"HARU","433","AMSTERDAM AVENUE",10024,"Japanese","433, AMSTERDAM AVENUE, New York, NY",-73.9772473,40.784167
"5265",5690,7868,7868,"GUARDIAN LIFE EMPLOYEE CAFETERIA","7","HANOVER SQUARE",10004,"Others","7, HANOVER SQUARE, New York, NY",-74.009493,40.7041411
"5266",5691,7870,7870,"La Colombe","75","VANDAM ST",10013,"Others","75, VANDAM ST, New York, NY",-74.0070001,40.7267631
"5267",5692,7871,7871,"HARVARD CLUB","27","WEST   44 STREET",10036,"American","27, WEST   44 STREET, New York, NY",-73.9811205,40.7556408
"5268",5693,7872,7872,"RAW MKT","61","E 8TH ST",10003,"Others","61, E 8TH ST, New York, NY",-73.9932497,40.7310668
"5269",5695,7874,7874,"HOME FRONT DELI","41","E 41ST ST",10017,"American","41, E 41ST ST, New York, NY",-73.9792299,40.7520264
"5270",5696,7875,7875,"BENNY'S CHAO KING RESTAURANT","906","COLUMBUS AVE",10025,"Chinese","906, COLUMBUS AVE, New York, NY",-73.9637841,40.7982872
"5271",5697,7876,7876,"BONO'S CAFE","35","EAST   28 STREET",10016,"Others","35, EAST   28 STREET, New York, NY",-73.9847132,40.7438287
"5272",5698,7877,7877,"SKADDEN ARPS, SLATE","4","TIMES SQUARE",10036,"American","4, TIMES SQUARE, New York, NY",-73.9857754,40.7560571
"5273",5699,7878,7878,"HAMPTON INN","320","PEARL STREET",10038,"American","320, PEARL STREET, New York, NY",-74.002033,40.7088975
"5274",5700,7879,7879,"WOLFGANG'S STEAK HOUSE","4","PARK AVENUE",10016,"Others","4, PARK AVENUE, New York, NY",-73.9819699,40.7469036
"5275",5701,7880,7880,"TACO BANDITO","325","8TH AVE",10001,"Others","325, 8TH AVE, New York, NY",-73.997115,40.7474801
"5276",5703,7882,7882,"TACO MAHAL","73","7TH AVE S",10014,"Others","73, 7TH AVE S, New York, NY",-74.003305,40.732321
"5277",5704,7883,7883,"SPACE MABI","67","1ST AVE",10003,"Others","67, 1ST AVE, New York, NY",-73.987292,40.725414
"5278",5705,7884,7884,"STARBUCKS","482","WEST BROADWAY",10012,"Others","482, WEST BROADWAY, New York, NY",-74.0002496,40.7268086
"5279",5706,7885,7885,"POTBELLY SANDWICH WORKS","41","WEST   14 STREET",10011,"Others","41, WEST   14 STREET, New York, NY",-73.9955805,40.7370866
"5280",5707,7886,7886,"PRET A MANGER","750","8TH AVE",10036,"Others","750, 8TH AVE, New York, NY",-73.9876172,40.7598626
"5281",5708,7887,7887,"ARTISERIE","459","LEXINGTON AVE",10017,"Others","459, LEXINGTON AVE, New York, NY",-73.9743598,40.7534048
"5282",5709,7888,7888,"GOTHAM COMEDY CLUB","208","WEST   23 STREET",10011,"American","208, WEST   23 STREET, New York, NY",-73.9964321,40.7440535
"5283",5710,7889,7889,"PERGOLA DES ARTISTES","252","WEST   46 STREET",10036,"Others","252, WEST   46 STREET, New York, NY",-73.9872843,40.7593233
"5284",5711,7890,7890,"SUBWAY","739","2ND AVE",10016,"Others","739, 2ND AVE, New York, NY",-73.9736135,40.7483802
"5285",5712,7891,7891,"TWO BOOTS TO GO WEST","201","W 11TH ST",10014,"Pizza","201, W 11TH ST, New York, NY",-74.0014372,40.7367059
"5286",5714,7893,7893,"+ 81 GALLERY NEW YORK","167","ELIZABETH ST",10012,"Others","167, ELIZABETH ST, New York, NY",-73.9950203,40.7209671
"5287",5715,7894,7894,"SALUMERIA ROSSI PARMACOTTO","283","AMSTERDAM AVENUE",10023,"Italian","283, AMSTERDAM AVENUE, New York, NY",-73.9807766,40.7793164
"5288",5716,7896,7896,"DOVETAIL","103","WEST   77 STREET",10024,"American","103, WEST   77 STREET, New York, NY",-73.9765979,40.7809464
"5289",5718,7899,7899,"BOUCHERIE","99","7TH AVE S",10014,"Others","99, 7TH AVE S, New York, NY",-74.0028772,40.733047
"5290",5719,7900,7900,"NOBU NEXT DOOR","105","HUDSON STREET",10013,"Japanese","105, HUDSON STREET, New York, NY",-74.0088503,40.7195775
"5291",5720,7903,7903,"PINCH FOOD DESIGN","545","WEST   27 STREET",10001,"American","545, WEST   27 STREET, New York, NY",-74.0040759,40.7511011
"5292",5721,7904,7904,"SHU HAN JU RESTAURANT II","58","3RD AVE",10003,"Chinese","58, 3RD AVE, New York, NY",-73.9890863,40.7311593
"5293",5722,7905,7905,"SAM WON GARDEN","37","W 32ND ST",10001,"Others","37, W 32ND ST, New York, NY",-73.9872039,40.7481097
"5294",5723,7906,7906,"EL LUCHADOR TAQUERIA","132","LUDLOW ST",10002,"Others","132, LUDLOW ST, New York, NY",-73.9881081,40.7202233
"5295",5724,7907,7907,"SOLOMON & KUFF'S RUM HOUSE","2331","12TH AVE",10027,"Others","2331, 12TH AVE, New York, NY",-73.958418,40.819969
"5296",5725,7908,7908,"HANGAR BAR","115","CHRISTOPHER STREET",10014,"American","115, CHRISTOPHER STREET, New York, NY",-74.0054302,40.7333998
"5297",5726,7910,7910,"THE MILL","140","E 52ND ST",10022,"American","140, E 52ND ST, New York, NY",-73.971269,40.757499
"5298",5728,7912,7912,"Kennedy Fried Chicken","2057","ADAM CLAYTON POWELL JR BLVD",10027,"Others","2057, ADAM CLAYTON POWELL JR BLVD, New York, NY",-73.9490701,40.8074025
"5299",5729,7913,7913,"CONNOLLY'S PUB","43","WEST   54 STREET",10019,"Others","43, WEST   54 STREET, New York, NY",-73.9775277,40.7621637
"5300",5730,7914,7914,"LE PAIN QUOTIDIEN","85","BROAD ST",10004,"American","85, BROAD ST, New York, NY",-74.0111456,40.7040662
"5301",5731,7916,7916,"MOMOFUKU KO","8","EXTRA PL",10003,"Japanese","8, EXTRA PL, New York, NY",-73.9916574,40.7248441
"5302",5733,7918,7918,"LUCID CAFE","311","LEXINGTON AVENUE",10016,"Others","311, LEXINGTON AVENUE, New York, NY",-73.977654,40.7486839
"5303",5734,7919,7919,"LA PICCOLA CUCINA","964","AMSTERDAM AVE",10025,"Italian","964, AMSTERDAM AVE, New York, NY",-73.9653026,40.8014793
"5304",5735,7920,7920,"BROADWAY PIZZA","2709","BROADWAY",10025,"Pizza","2709, BROADWAY, New York, NY",-73.9686711,40.7996265
"5305",5737,7922,7922,"SOHO PARK","832","8TH AVE",10019,"American","832, 8TH AVE, New York, NY",-73.985713,40.762343
"5306",5738,7923,7923,"PHEBES","359","BOWERY STREET",10003,"American","359, BOWERY STREET, New York, NY",-73.9912901,40.7267999
"5307",5740,7925,7925,"MILK BAR/FUKU","110","WALL ST",10005,"Others","110, WALL ST, New York, NY",-74.0064172,40.7049028
"5308",5742,7927,7927,"SOUVLAKI GR MIDTOWN","162","W 56TH ST",10019,"Others","162, W 56TH ST, New York, NY",-73.980317,40.7646146
"5309",5743,7929,7929,"THEP","1439","2ND AVE",10021,"Others","1439, 2ND AVE, New York, NY",-73.9572324,40.7707582
"5310",5744,7930,7930,"JUST SALAD","663","LEXINGTRON AVENUE",10022,"Others","663, LEXINGTRON AVENUE, New York, NY",-73.9696417,40.759799
"5311",5745,7931,7931,"#1 Chinese Restaurant","825","W 181ST ST",10033,"Chinese","825, W 181ST ST, New York, NY",-73.939441,40.8514138
"5312",5746,7932,7932,"GATHER","303","SPRING ST",10013,"Others","303, SPRING ST, New York, NY",-74.0077949,40.7260427
"5313",5747,7933,7933,"88 CHINESE RESTAURANT","473","LENOX AVENUE",10037,"Chinese","473, LENOX AVENUE, New York, NY",-73.941876,40.8133521
"5314",5748,7935,7935,"A&E Networks","235","E 45TH ST",10017,"Others","235, E 45TH ST, New York, NY",-73.9715071,40.7522204
"5315",5749,7936,7936,"I SODI","105","CHRISTOPHER STREET",10014,"Italian","105, CHRISTOPHER STREET, New York, NY",-74.005017,40.7334571
"5316",5750,7937,7937,"CECI ITALIAN CUISINE","46","WEST   46 STREET",10036,"Italian","46, WEST   46 STREET, New York, NY",-73.9812123,40.7566572
"5317",5751,7938,7938,"STARBUCKS","2498","BROADWAY",10025,"Others","2498, BROADWAY, New York, NY",-73.9730028,40.7924531
"5318",5752,7939,7939,"BOND 45 ITALIAN KITCHEN AND BAR","221","W 46TH ST",10036,"Italian","221, W 46TH ST, New York, NY",-73.9861709,40.7593679
"5319",5753,7940,7940,"POKE INN","357","W 49TH ST",10019,"Others","357, W 49TH ST, New York, NY",-73.9881204,40.7623452
"5320",5754,7941,7941,"ALLEN HOTEL","88","ALLEN ST",10002,"Others","88, ALLEN ST, New York, NY",-73.9906088,40.7180881
"5321",5755,7942,7942,"WHITE CASTLE","20922094","7TH AVE",10027,"Others","20922094, 7TH AVE, New York, NY",-73.9487893,40.8088787
"5322",5756,7943,7943,"Cafe Hestia","686","3RD AVE",10017,"Others","686, 3RD AVE, New York, NY",-73.9741222,40.7517576
"5323",5758,7945,7945,"21 BAR","4318","BROADWAY",10033,"American","4318, BROADWAY, New York, NY",-73.9344998,40.8518433
"5324",5759,7946,7946,"FLAMING SADDLES SALOON","793","9 AVENUE",10019,"American","793, 9 AVENUE, New York, NY",-73.9879385,40.7653107
"5325",5760,7947,7947,"COFFEE CLOCK","1408","2ND AVE",10021,"Others","1408, 2ND AVE, New York, NY",-73.9573855,40.7696608
"5326",5761,7948,7948,"ZESTY PIZZA & SALUMERIA","1670","3RD AVE",10128,"Pizza","1670, 3RD AVE, New York, NY",-73.9507462,40.783713
"5327",5762,7951,7951,"O' CAFE","79","5TH AVE",10003,"Others","79, 5TH AVE, New York, NY",-73.9925067,40.7370304
"5328",5763,7952,7952,"PIER 25 SNACK BAR","225","WEST STREET",10013,"American","225, WEST STREET, New York, NY",-74.0143751,40.7202837
"5329",5764,7953,7953,"HESTER STREET CAFE","235","BOWERY",10002,"Others","235, BOWERY, New York, NY",-73.992874,40.7224101
"5330",5765,7954,7954,"TEMPURA MATSUI","222","E 39TH ST",10016,"Japanese","222, E 39TH ST, New York, NY",-73.974968,40.7481287
"5331",5767,7956,7956,"NO HO JUICE BAR & DELI","208","MERCER STREET",10012,"Others","208, MERCER STREET, New York, NY",-73.996582,40.7266024
"5332",5769,7960,7960,"ASAMI SHANGHAI","513","6TH AVE",10011,"Japanese","513, 6TH AVE, New York, NY",-73.9974077,40.7369824
"5333",5770,7962,7962,"THE GEM SALOON","375","3RD AVE",10016,"American","375, 3RD AVE, New York, NY",-73.9810516,40.7413692
"5334",5771,7964,7964,"CAFE CLOVER","10","DOWNING ST",10014,"American","10, DOWNING ST, New York, NY",-74.0027905,40.7292224
"5335",5772,7965,7965,"UNCLE MARIO'S","739","9 AVENUE",10019,"Pizza","739, 9 AVENUE, New York, NY",-73.9893112,40.7634802
"5336",5773,7966,7966,"BAKER STREET PUB","1152","1 AVENUE",10065,"American","1152, 1 AVENUE, New York, NY",-73.9598383,40.7621293
"5337",5774,7968,7968,"EMPIRE CHINESE RESTAURANT","1635","SAINT NICHOLAS AVE",10040,"Chinese","1635, SAINT NICHOLAS AVE, New York, NY",-73.9290574,40.8561293
"5338",5775,7970,7970,"CHIPOTLE MEXICAN GRILL","286","1ST AVE",10009,"Others","286, 1ST AVE, New York, NY",-73.9808658,40.732991
"5339",5776,7971,7971,"PRET A MANGER","425","MADISON AVENUE",10017,"Others","425, MADISON AVENUE, New York, NY",-73.9759551,40.7569334
"5340",5777,7972,7972,"CAFE TALLULAH","240","COLUMBUS AVENUE",10023,"American","240, COLUMBUS AVENUE, New York, NY",-73.9793528,40.7769784
"5341",5778,7973,7973,"FRESH TORTILLAS","595","W 207TH ST",10034,"Others","595, W 207TH ST, New York, NY",-73.920698,40.8672659
"5342",5779,7974,7974,"DIWAN-E-KHAAS","2628","CEDAR STREET",10005,"Others","2628, CEDAR STREET, New York, NY",-73.958044,40.6176845
"5343",5780,7975,7975,"STARBUCKS","93","GREENWICH AVENUE",10014,"Others","93, GREENWICH AVENUE, New York, NY",-74.0017612,40.7373711
"5344",5782,7978,7978,"BAR 58","538","W 58TH ST",10019,"American","538, W 58TH ST, New York, NY",-73.9897521,40.7702176
"5345",5783,7979,7979,"MY NOODLE STATION","19B","ELDRIDGE ST",10002,"Chinese","19B, ELDRIDGE ST, New York, NY",-73.9937016,40.7150056
"5346",5785,7981,7981,"AVENUE","116","10 AVENUE",10011,"American","116, 10 AVENUE, New York, NY",-74.0064306,40.744093
"5347",5786,7983,7983,"HYATT, NY CENTRAL, ROOM SERVICE","0","& GRAND CENTRAL",10017,"American","0, & GRAND CENTRAL, New York, NY",24.5022981,44.200797
"5348",5787,7984,7984,"CITY VINEYARD","233","WEST ST",10013,"American","233, WEST ST, New York, NY",-74.0127065,40.7213596
"5349",5788,7985,7985,"NEW SECHUN GARDEN KITCHEN","2076","8TH AVE",10026,"Chinese","2076, 8TH AVE, New York, NY",-73.9567618,40.8020386
"5350",5789,7986,7986,"Lamano","265","W 20TH ST",10011,"Others","265, W 20TH ST, New York, NY",-73.9994258,40.7433797
"5351",5790,7987,7987,"PRESTO PIZZA","126","LAFAYETTE ST",10013,"Pizza","126, LAFAYETTE ST, New York, NY",-74.0005045,40.7188977
"5352",5791,7988,7988,"MCDONALD'S","114","DELANCEY ST",10002,"Others","114, DELANCEY ST, New York, NY",-73.9883001,40.7189318
"5353",5792,7989,7989,"BLIND TIGER","281","BLEECKER STREET",10014,"American","281, BLEECKER STREET, New York, NY",-74.0031807,40.731884
"5354",5793,7990,7990,"STARBUCKS","0","GRAND CENTRAL STATION TERMINAL",10017,"Others","0, GRAND CENTRAL STATION TERMINAL, New York, NY",-73.9772294,40.7527262
"5355",5794,7991,7991,"ONEONEFOUR BAR & LOUNGE (MARMAR PARK AVE)","114","E 32ND ST",10016,"American","114, E 32ND ST, New York, NY",-73.9816485,40.745314
"5356",5795,7992,7992,"LANDSDOWNE ROAD","599","10 AVENUE",10036,"Others","599, 10 AVENUE, New York, NY",-73.9951007,40.7607314
"5357",5796,7994,7994,"47 COFFEE","27","W 47TH ST",10036,"Others","27, W 47TH ST, New York, NY",-73.9801006,40.7575606
"5358",5797,7995,7995,"CAFE86","2350","BROADWAY",10024,"Others","2350, BROADWAY, New York, NY",-73.976351,40.7877641
"5359",5799,7997,7997,"NUBLU","62","AVENUE C",10009,"American","62, AVENUE C, New York, NY",-73.9797307,40.722524
"5360",5800,7998,7998,"STARBUCKS COFFEE","1142","MADISON AVE",10028,"Others","1142, MADISON AVE, New York, NY",-73.9597522,40.7798912
"5361",5801,7999,7999,"WOLFNIGHTS","99","RIVINGTON ST",10002,"American","99, RIVINGTON ST, New York, NY",-73.9885666,40.7198896
"5362",5802,8000,8000,"MANSIONS CATER","80","5 AVENUE",10011,"American","80, 5 AVENUE, New York, NY",-73.9939698,40.7358726
"5363",5803,8001,8001,"PRET A MANGER","600","LEXINGTON AVENUE",10022,"Others","600, LEXINGTON AVENUE, New York, NY",-73.9715702,40.7579892
"5364",5804,8002,8002,"AMERICAN CUT","111","EAST   56 STREET",10022,"American","111, EAST   56 STREET, New York, NY",-73.9705315,40.7607674
"5365",5805,8003,8003,"BLISS BOWL","275","GREENWICH ST",10007,"Others","275, GREENWICH ST, New York, NY",-74.0109954,40.7151336
"5366",5806,8004,8004,"MAKE SANDWICH","135","4TH AVE",10003,"Others","135, 4TH AVE, New York, NY",-73.9896018,40.7336675
"5367",5807,8005,8005,"HIGHLANDS CAFE RESTAURANT","1505","THIRD AVENUE",10028,"American","1505, THIRD AVENUE, New York, NY",-73.9542821,40.7779287
"5368",5808,8006,8006,"WEST PLACE","1288","AMSTERDAM AVE",10027,"Chinese","1288, AMSTERDAM AVE, New York, NY",-73.9578071,40.8115658
"5369",5810,8011,8011,"ASTOR CENTER","399","LAFAYETTE STREET",10003,"American","399, LAFAYETTE STREET, New York, NY",-73.9926938,40.7279823
"5370",5811,8012,8012,"BO'S BAGELS","235","W 116TH ST",10026,"Others","235, W 116TH ST, New York, NY",-73.954091,40.804197
"5371",5812,8013,8013,"LE PAIN QUOTIDIEN","937","2 AVENUE",10022,"Others","937, 2 AVENUE, New York, NY",-73.9689015,40.7547297
"5372",5813,8014,8014,"MARI VANNA","41","EAST 20 STREET",10003,"Others","41, EAST 20 STREET, New York, NY",-73.988506,40.738884
"5373",5814,8015,8015,"MR BING ST MARKS","115","SAINT MARKS PL",10009,"Others","115, SAINT MARKS PL, New York, NY",-73.9836228,40.727102
"5374",5815,8016,8016,"SIMON INDIAN PALACE","230","E 58TH ST",10022,"Others","230, E 58TH ST, New York, NY",-73.965888,40.7601821
"5375",5816,8017,8017,"LINCOLN CENTER THEATER (Claire Tow Theater)","150","W 65TH ST",10023,"American","150, W 65TH ST, New York, NY",-73.9840268,40.7735954
"5376",5817,8018,8018,"ULIVO","4","W 28TH ST",10001,"Italian","4, W 28TH ST, New York, NY",-73.9879844,40.7447851
"5377",5818,8019,8019,"PFIZER BROADWAY CAFE","219","E 42ND ST",10017,"American","219, E 42ND ST, New York, NY",-73.9730395,40.7506337
"5378",5819,8020,8020,"ST JAMES THEATRE","246","WEST   44 STREET",10036,"American","246, WEST   44 STREET, New York, NY",-73.9880992,40.7580207
"5379",5820,8021,8021,"5C CAFE & CULTURAL CENTER","68","AVENUE C",10009,"Others","68, AVENUE C, New York, NY",-73.9796579,40.7226825
"5380",5821,8022,8022,"HARLEM FOOD BAR","2100","FREDERICK DOUGLASS BOULEVARD",10026,"American","2100, FREDERICK DOUGLASS BOULEVARD, New York, NY",-73.9562707,40.8028158
"5381",5822,8023,8023,"PAPA JOHN'S","523","W 207TH ST",10034,"Others","523, W 207TH ST, New York, NY",-73.9195141,40.8653257
"5382",5823,8025,8025,"STARBUCKS","110","PEARL STREET",10005,"Others","110, PEARL STREET, New York, NY",-74.0088274,40.7046069
"5383",5825,8027,8027,"(PUBLIC FARE) 81st street and central park west (Delacorte Theatre)",NA,"CENTRAL PARK WEST",10019,"American","NA, CENTRAL PARK WEST, New York, NY",-73.9696519,40.7848582
"5384",5826,8028,8028,"SANFRANCISCO RESTAURANT","2166","AMSTERDAM AVE",10032,"Others","2166, AMSTERDAM AVE, New York, NY",-73.9375849,40.8395222
"5385",5828,8031,8031,"AU BON PAIN","6","UNION SQUARE EAST",10003,"Others","6, UNION SQUARE EAST, New York, NY",-73.9896729,40.7347314
"5386",5829,8033,8033,"AMC THEATRES","2310","BROADWAY",10024,"American","2310, BROADWAY, New York, NY",-73.9774606,40.7866937
"5387",5830,8035,8035,"THE JOLLY GOAT COFFEE BAR","515","W 47TH ST",10036,"Others","515, W 47TH ST, New York, NY",-73.9939529,40.7633471
"5388",5831,8036,8036,"MUNCHIES","1405","SAINT NICHOLAS AVE",10033,"Others","1405, SAINT NICHOLAS AVE, New York, NY",-73.9342349,40.8489472
"5389",5832,8037,8037,"PERRY STREET","176","PERRY STREET",10014,"Others","176, PERRY STREET, New York, NY",-74.0097869,40.7344154
"5390",5833,8038,8038,"SPIRIT OF NEW YORK","PIER 62","WEST 23 STREET - CHELSEA PIER",10011,"American","PIER 62, WEST 23 STREET - CHELSEA PIER, New York, NY",-74.0099945,40.7487322
"5391",5834,8040,8040,"COOK UNITY","122","W 20TH ST",10011,"American","122, W 20TH ST, New York, NY",-73.9953532,40.7412947
"5392",5836,8042,8042,"AMBER","103","W 70TH ST",10023,"Others","103, W 70TH ST, New York, NY",-73.9798923,40.7763703
"5393",5837,8043,8043,"Baked Church St. LLC.","125","W 24TH ST",10011,"Others","125, W 24TH ST, New York, NY",-73.9934557,40.7441257
"5394",5838,8045,8045,"99Â¢ FRESH PIZZA","143","W 40TH ST",10018,"Pizza","143, W 40TH ST, New York, NY",-73.987251,40.754758
"5395",5839,8046,8046,"LE PARKER MERIDIEN NEW YORK","118","WEST   57 STREET",10019,"American","118, WEST   57 STREET, New York, NY",-73.9783542,40.7644999
"5396",5840,8047,8047,"ALTESI RISTORANTE","26","E 64TH ST",10065,"Italian","26, E 64TH ST, New York, NY",-73.9695801,40.7666785
"5397",5842,8049,8049,"FAMOUS ORIGINAL RAY'S PIZZA","462","COLUMBUS AVE",10024,"Others","462, COLUMBUS AVE, New York, NY",-73.9742563,40.7842012
"5398",5843,8050,8050,"STARBUCKS COFFEE COMPANY","15","CARLISLE ST",10006,"Others","15, CARLISLE ST, New York, NY",-74.0140022,40.7092801
"5399",5844,8051,8051,"EMPIRE GARDEN","911","COLUMBUS AVE",10025,"Chinese","911, COLUMBUS AVE, New York, NY",-73.963328,40.7982413
"5400",5845,8052,8052,"MADAME X","94","WEST HOUSTON STREET",10012,"American","94, WEST HOUSTON STREET, New York, NY",-74.0000474,40.7272986
"5401",5846,8054,8054,"NEARY'S PUB","358","EAST   57 STREET",10022,"American","358, EAST   57 STREET, New York, NY",-73.9635233,40.7582638
"5402",5847,8055,8055,"FIKA","407","PARK AVE S",10016,"Others","407, PARK AVE S, New York, NY",-73.9837146,40.7433685
"5403",5848,8056,8056,"ZAABVER","75","2ND AVE",10003,"Others","75, 2ND AVE, New York, NY",-73.9895454,40.726591
"5404",5849,8057,8057,"E & E Grill House","233","WEST   49 STREET",10019,"American","233, WEST   49 STREET, New York, NY",-73.9855281,40.7614377
"5405",5851,8060,8060,"San Crestobal","339","E 108TH ST",10029,"Others","339, E 108TH ST, New York, NY",-73.939381,40.7912309
"5406",5852,8061,8061,"MUD PARK","3","1ST AVENUE",10003,"Others","3, 1ST AVENUE, New York, NY",-73.9885972,40.7234555
"5407",5853,8062,8062,"NEW JING HUI RESTAURANT","255","W. 148TH ST",10039,"Chinese","255, W. 148TH ST, New York, NY",-73.9401149,40.8247261
"5408",5854,8063,8063,"XI'AN FAMOUS FOODS","14","E 34TH ST",10016,"Chinese","14, E 34TH ST, New York, NY",-73.9838868,40.7478609
"5409",5855,8064,8064,"RAW NEW YORK","306","W 13TH ST",10014,"American","306, W 13TH ST, New York, NY",-74.0036398,40.7391303
"5410",5856,8065,8065,"THE CORE CLUB","60","EAST   55 STREET",10022,"American","60, EAST   55 STREET, New York, NY",-73.9728329,40.7605418
"5411",5857,8066,8066,"PRET A MANGER","24","WEST   23 STREET",10010,"American","24, WEST   23 STREET, New York, NY",-73.9907391,40.741779
"5412",5858,8067,8067,"EMPIRE NOODLE HOUSE","4041","BROADWAY",10032,"Chinese","4041, BROADWAY, New York, NY",-73.9394856,40.8426994
"5413",5859,8068,8068,"PAPAYA KING","179","EAST   86 STREET",10028,"Others","179, EAST   86 STREET, New York, NY",-73.9541419,40.7791276
"5414",5860,8069,8069,"GREGORYS COFFEE","880","3RD AVE",10022,"Others","880, 3RD AVE, New York, NY",-73.9700239,40.7580814
"5415",5861,8070,8070,"STARBUCKS","325","WEST   49 STREET",10019,"Others","325, WEST   49 STREET, New York, NY",-73.9873991,40.762198
"5416",5862,8072,8072,"SWEETGREEN","786","LEXINGTON AVE",10065,"Others","786, LEXINGTON AVE, New York, NY",-73.9673229,40.7636948
"5417",5863,8073,8073,"WICHCRAFT","11","EAST   20 STREET",10003,"Others","11, EAST   20 STREET, New York, NY",-73.990101,40.7395518
"5418",5864,8074,8074,"THE MALT HOUSE","11","MAIDEN LN",10038,"American","11, MAIDEN LN, New York, NY",-74.0092405,40.7096099
"5419",5865,8075,8075,"MAJESTIC THEATER","245","WEST 44 STREET",10036,"American","245, WEST 44 STREET, New York, NY",-73.9883753,40.758424
"5420",5866,8076,8076,"GAIA ITALIAN CAFE","251","EAST HOUSTON STREET",10002,"Italian","251, EAST HOUSTON STREET, New York, NY",-73.9853215,40.7217055
"5421",5868,8080,8080,"DA CLAUDIO","21","ANN ST",10038,"Italian","21, ANN ST, New York, NY",-74.0075364,40.7109
"5422",5869,8081,8081,"LITTLE VINCENT'S PIZZA","1399","2ND AVE",10021,"Others","1399, 2ND AVE, New York, NY",-73.9581557,40.7694243
"5423",5870,8082,8082,"RESOBOX","203","W 20TH ST",10011,"Japanese","203, W 20TH ST, New York, NY",-73.9972584,40.7425493
"5424",5872,8085,8085,"TEA DRUNK","123","EAST 7TH STREET",10009,"Chinese","123, EAST 7TH STREET, New York, NY",-73.9841737,40.7264466
"5425",5874,8087,8087,"HAPPY BONES","394","BROOME ST",10013,"Others","394, BROOME ST, New York, NY",-73.997103,40.7207546
"5426",5875,8089,8089,"IKINARI STEAK","154","7TH AVE",10011,"Others","154, 7TH AVE, New York, NY",-73.997613,40.741914
"5427",5876,8090,8090,"TEAPOT","127A","WALKER ST",10013,"Others","127A, WALKER ST, New York, NY",-73.999859,40.7173886
"5428",5878,8092,8092,"TACOS EL PAISA","1548","SAINT NICHOLAS AVENUE",10040,"Others","1548, SAINT NICHOLAS AVENUE, New York, NY",-73.9305744,40.8532974
"5429",5879,8093,8093,"SHANGHAI CHINESE RESTAURANT","1388","2 AVENUE",10021,"Chinese","1388, 2 AVENUE, New York, NY",-73.9584149,40.7683318
"5430",5880,8095,8095,"OSO","1616","AMSTERDAM AVE",10031,"Others","1616, AMSTERDAM AVE, New York, NY",-73.9503789,40.8220641
