LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
E 23 ST,MN0204,POINT (-73.986767 40.740463),PARK AV SOUTH,-73.986767,40.740463
E 23 ST,MN0205,POINT (-73.985993 40.739915),PARK AV SOUTH,-73.985993,40.739915
6 AV,MN0215,POINT (-73.990025 40.746493),W 29 ST,-73.990025,40.746493
6 AV,MN0217,POINT (-73.987366 40.750147),W 34 ST,-73.987366,40.750147
6 AV,MN0220,POINT (-73.983142 40.755954),W 44 ST,-73.983142,40.755954
6 AV,MN0221,POINT (-73.98241 40.756937),W 45 ST,-73.98241,40.756937
6 AV,MN0222,POINT (-73.978762 40.761966),W 53 ST,-73.978762,40.761966
6 AV,MN0224,POINT (-73.977426 40.763799),W 56 ST,-73.977426,40.763799
7TH AV BETWEEN W 58 ST & W 57 ST,MN0225,POINT (-73.97981 40.76603),BETWEEN W 58 ST & W 57 ST,-73.97981,40.76603
7 AV,MN0226,POINT (-73.98146 40.763779),W 54 ST,-73.98146,40.763779
7 AV,MN0228,POINT (-73.98863 40.753971),W 39 ST,-73.98863,40.753971
7 AV,MN0229,POINT (-73.992286 40.748914000000006),W 31 ST,-73.992286,40.748914
W 34 ST,MN0230,POINT (-73.993118 40.751943),8 AV,-73.993118,40.751943
W 42 ST,MN0231,POINT (-73.990146 40.757497),8 AV,-73.990146,40.757497
AMSTERDAM AV,MN0233,POINT (-73.978952 40.782069),W 77 ST,-73.978952,40.782069
W 81 ST,MN0234,POINT (-73.97201900000002 40.782052),CENTRAL PARK WEST,-73.972019,40.782052
W 86 ST,MN0235,POINT (-73.969632 40.785304),CENTRAL PARK WEST,-73.969632,40.785304
W 86 ST,MN0236,POINT (-73.969777 40.785605),CENTRAL PARK WEST,-73.969777,40.785605
W 96 ST,MN0237,POINT (-73.965001 40.791663),CENTRAL PARK WEST,-73.965001,40.791663
COLUMBUS AV,MN0239,POINT (-73.964828 40.79676),W 102 ST,-73.964828,40.79676
W 86 ST,MN0240,POINT (-73.972444 40.786488),COLUMBUS AV,-73.972444,40.786488
COLUMBUS AV,MN0242,POINT (-73.97627 40.781084),W 78 ST,-73.97627,40.781084
COLUMBUS AV,MN0244,POINT (-73.980433 40.775364),W 69 ST,-73.980433,40.775364
COLUMBUS AV,MN0247,POINT (-73.984312 40.770078),W 61 ST,-73.984312,40.770078
9TH AV BETWEEN W 57 ST & W 56 ST,MN0249,POINT (-73.98599 40.76773),BETWEEN W 57 ST & W 56 ST,-73.98599,40.76773
9 AV,MN0250,POINT (-73.986943 40.766474),W 55 ST,-73.986943,40.766474
9 AV,MN0251,POINT (-73.989231 40.763333),W 50 ST,-73.989231,40.763333
W 34 ST,MN0253,POINT (-73.995951 40.753138),9 AV,-73.995951,40.753138
W 23 ST,MN0254,POINT (-74.000761 40.746156),9 AV,-74.000761,40.746156
10 AV,MN0255,POINT (-74.002928 40.749159),W 25 ST,-74.002928,40.749159
W 34 ST,MN0256,POINT (-73.998876 40.754361),10 AV,-73.998876,40.754361
W 42 ST,MN0257,POINT (-74.00046 40.761601),12 AV,-74.00046,40.761601
10 AV,MN0259,POINT (-73.992883 40.762987),W 47 ST,-73.992883,40.762987
10 AV,MN0260,POINT (-73.99197 40.764239),W 49 ST,-73.99197,40.764239
W 57 ST,MN0261,POINT (-73.991062 40.770053),11 AV,-73.991062,40.770053
AMSTERDAM AV,MN0263,POINT (-73.981305 40.778863),W 72 ST,-73.981305,40.778863
W 79 ST,MN0264,POINT (-73.978033 40.78314100000001),AMSTERDAM AV,-73.978033,40.783141
AMSTERDAM AV,MN0264A,POINT (-73.978013 40.783386),W 79 ST,-73.978013,40.783386
W 86 ST,MN0267,POINT (-73.9753 40.7877),AMSTERDAM AV,-73.9753,40.7877
AMSTERDAM AV,MN0268,POINT (-73.970069 40.794256),W 96 ST,-73.970069,40.794256
W 110 ST,MN0269,POINT (-73.96356 40.802743),AMSTERDAM AV,-73.96356,40.802743
AMSTERDAM AV,MN0270,POINT (-73.960795 40.806976),W 116 ST,-73.960795,40.806976
AMSTERDAM AV,MN0271,POINT (-73.961378 40.80659),W 116 ST,-73.961378,40.80659
AMSTERDAM AV,MN0272,POINT (-73.960431 40.80787900000001),W 118 ST,-73.960431,40.807879
AMSTERDAM AV,MN0273,POINT (-73.959788 40.808357),W 118 ST,-73.959788,40.808357
AMSTERDAM AV,MN0274,POINT (-73.959528 40.809117),W 120 ST,-73.959528,40.809117
AMSTERDAM AV,MN0275,POINT (-73.958921 40.809548),W 120 ST,-73.958921,40.809548
W 125 ST,MN0276,POINT (-73.956494 40.81384),AMSTERDAM AV,-73.956494,40.81384
W 125 ST,MN0277,POINT (-73.956 40.81284),AMSTERDAM AV,-73.956,40.81284
AMSTERDAM AV,MN0279,POINT (-73.95055 40.82100500000001),W 138 ST,-73.95055,40.821005
AMSTERDAM AV,MN0280,POINT (-73.948843 40.82375),W 143 ST,-73.948843,40.82375
AMSTERDAM AV,MN0281,POINT (-73.947912 40.825021),W 145 ST,-73.947912,40.825021
AMSTERDAM AV,MN0282,POINT (-73.947262 40.825502),W 145 ST,-73.947262,40.825502
W 145 ST,MN0283,POINT (-73.947881 40.825245),AMSTERDAM AV,-73.947881,40.825245
AMSTERDAM AV,MN0284,POINT (-73.942836 40.832005),W 156 ST,-73.942836,40.832005
AMSTERDAM AV,MN0285,POINT (-73.94024 40.835522000000005),W 161 ST,-73.94024,40.835522
AMSTERDAM AV,MN0287,POINT (-73.930898 40.848314),W 181 ST,-73.930898,40.848314
FT WASHINGTON AV,MN0288,POINT (-73.935884 40.856903),W 190 ST,-73.935884,40.856903
FT WASHINGTON AV,MN0289,POINT (-73.938083 40.851155),W 181 ST,-73.938083,40.851155
FT WASHINGTON AV,MN0290,POINT (-73.9385 40.850636),W 181 ST,-73.9385,40.850636
FT WASHINGTON AV,MN0291,POINT (-73.94043 40.845883),W 174 ST,-73.94043,40.845883
FT WASHINGTON AV,MN0293,POINT (-73.94325100000002 40.83995),W 165 ST,-73.943251,40.83995
ST NICHOLAS AV,MN0294,POINT (-73.934014 40.849148),W 181 ST,-73.934014,40.849148
ST NICHOLAS AV,MN0295,POINT (-73.942849 40.827504),W 150 ST,-73.942849,40.827504
ST NICHOLAS AV,MN0297,POINT (-73.948044 40.817334),W 135 ST,-73.948044,40.817334
W 125 ST,MN0299,POINT (-73.952067 40.81044),ST NICHOLAS AV,-73.952067,40.81044
W 125 ST,MN0301,POINT (-73.954278 40.811363),MORNINGSIDE AV,-73.954278,40.811363
5 AV,MN0305,POINT (-73.938036 40.812432),W 135 ST,-73.938036,40.812432
W 125 ST,MN0306,POINT (-73.94247700000001 40.806618),5 AV,-73.942477,40.806618
W 125 ST,MN0307,POINT (-73.94581600000001 40.808032),MALCOLM X BLVD,-73.945816,40.808032
W 145 ST,MN0310,POINT (-73.93665 40.820726),MALCOLM X BLVD,-73.93665,40.820726
W 145 ST,MN0311,POINT (-73.939451 40.821686),ADAM CLAYTON POWELL BLVD,-73.939451,40.821686
ADAM CLAYTON POWELL BLVD,MN0313,POINT (-73.93948600000002 40.821419),W 145 ST,-73.939486,40.821419
ADAM CLAYTON POWELL BLVD,MN0315,POINT (-73.944064 40.815121),W 135 ST,-73.944064,40.815121
ADAM CLAYTON POWELL BLVD,MN0316,POINT (-73.943314 40.815526),W 135 ST,-73.943314,40.815526
ADAM CLAYTON POWELL BLVD,MN0317,POINT (-73.948377 40.809246),W 125 ST,-73.948377,40.809246
W 125 ST,MN0318,POINT (-73.947969 40.808713),ADAM CLAYTON POWELL BLVD,-73.947969,40.808713
W 125 ST,MN0319,POINT (-73.94878 40.809281),ADAM CLAYTON POWELL BLVD,-73.94878,40.809281
W 125 ST,MN0320,POINT (-73.950851 40.80992),FREDERICK DOUGLASS BLVD,-73.950851,40.80992
W 125 ST,MN0321,POINT (-73.951579 40.810455),FREDERICK DOUGLASS BLVD,-73.951579,40.810455
W 145 ST,MN0323,POINT (-73.941619 40.822598),FREDERICK DOUGLASS BLVD,-73.941619,40.822598
BROADWAY,MN0324,POINT (-73.914653 40.870953),W 218 ST,-73.914653,40.870953
BROADWAY,MN0325,POINT (-73.916251 40.86973),W 215 ST,-73.916251,40.86973
BROADWAY,MN0326,POINT (-73.920105 40.867912),ISHAM ST,-73.920105,40.867912
BROADWAY,MN0327,POINT (-73.921857 40.867579000000006),W 207 ST,-73.921857,40.867579
BROADWAY,MN0328,POINT (-73.92353 40.866982),W 204 ST,-73.92353,40.866982
BROADWAY,MN0330,POINT (-73.93575 40.84995),W 181 ST,-73.93575,40.84995
BROADWAY,MN0331,POINT (-73.936045 40.849990000000005),W 181 ST,-73.936045,40.84999
BROADWAY,MN0332,POINT (-73.94009600000001 40.840289),W 167 ST,-73.940096,40.840289
BROADWAY,MN0334,POINT (-73.94620300000001 40.832589),W 155 ST,-73.946203,40.832589
BROADWAY,MN0335,POINT (-73.950029 40.826704),W 145 ST,-73.950029,40.826704
BROADWAY,MN0337,POINT (-73.951962 40.824041),W 141 ST,-73.951962,40.824041
BROADWAY,MN0339,POINT (-73.953102 40.823131000000004),W 140 ST,-73.953102,40.823131
BROADWAY BETWEEN HAMILTON & W 137 ST,MN0340,POINT (-73.95394 40.82132),BETWEEN HAMILTON & W 137 ST,-73.95394,40.82132
BROADWAY,MN0341,POINT (-73.956399 40.818623),W 133 ST,-73.956399,40.818623
BROADWAY,MN0342,POINT (-73.955935 40.818617),W 133 ST,-73.955935,40.818617
RIVERSIDE DR,MN0343,POINT (-73.964278 40.811186),W 120 ST,-73.964278,40.811186
BROADWAY,MN0345,POINT (-73.963843 40.807774),W 116 ST,-73.963843,40.807774
BROADWAY,MN0346,POINT (-73.964288 40.807816),W 116 ST,-73.964288,40.807816
BROADWAY,MN0348,POINT (-73.965187 40.806579000000006),W 114 ST,-73.965187,40.806579
BROADWAY,MN0350,POINT (-73.966098 40.805321),W 112 ST,-73.966098,40.805321
W 110 ST,MN0352,POINT (-73.966143 40.803827),BROADWAY,-73.966143,40.803827
BROADWAY,MN0353,POINT (-73.967271 40.803072),W 108 ST,-73.967271,40.803072
BROADWAY,MN0354,POINT (-73.96767 40.801548),W 106 ST,-73.96767,40.801548
BROADWAY,MN0355,POINT (-73.968114 40.801075),W 106 ST,-73.968114,40.801075
BROADWAY,MN0356,POINT (-73.968522 40.7996),W 104 ST,-73.968522,40.7996
BROADWAY,MN0357,POINT (-73.969363 40.798313),W 102 ST,-73.969363,40.798313
BROADWAY,MN0358,POINT (-73.969147 40.797964),W 101 ST,-73.969147,40.797964
BROADWAY,MN0359,POINT (-73.970297 40.797024),W 100 ST,-73.970297,40.797024
BROADWAY,MN0362,POINT (-73.974023 40.79193600000001),W 92 ST,-73.974023,40.791936
BROADWAY,MN0363,POINT (-73.97375300000002 40.791645),W 91 ST,-73.973753,40.791645
BROADWAY,MN0364,POINT (-73.974979 40.790655),W 90 ST,-73.974979,40.790655
BROADWAY,MN0365,POINT (-73.97584 40.789473),W 88 ST,-73.97584,40.789473
BROADWAY,MN0366,POINT (-73.975116 40.789770000000004),W 88 ST,-73.975116,40.78977
BROADWAY,MN0367,POINT (-73.976031 40.788562),W 86 ST,-73.976031,40.788562
BROADWAY,MN0368,POINT (-73.976885 40.78816),W 86 ST,-73.976885,40.78816
BROADWAY,MN0371,POINT (-73.977984 40.786861),W 84 ST,-73.977984,40.786861
BROADWAY,MN0372,POINT (-73.97817100000002 40.785973),W 82 ST,-73.978171,40.785973
BROADWAY,MN0373,POINT (-73.979589 40.784062),W 79 ST,-73.979589,40.784062
BROADWAY,MN0374,POINT (-73.980369 40.783663000000004),W 79 ST,-73.980369,40.783663
W 79 ST,MN0375,POINT (-73.980361 40.783893),BROADWAY,-73.980361,40.783893
BROADWAY,MN0377,POINT (-73.980506 40.782667000000004),W 77 ST,-73.980506,40.782667
BROADWAY,MN0378,POINT (-73.981336 40.781572),W 76 ST,-73.981336,40.781572
BROADWAY,MN0379,POINT (-73.981033 40.781258),W 75 ST,-73.981033,40.781258
BROADWAY,MN0380,POINT (-73.981783 40.780117),W 74 ST,-73.981783,40.780117
W 72 ST,MN0382,POINT (-73.982476 40.779076),BROADWAY,-73.982476,40.779076
BROADWAY,MN0384,POINT (-73.982315 40.776866),W 70 ST,-73.982315,40.776866
BROADWAY,MN0385,POINT (-73.981917 40.776562),W 69 ST,-73.981917,40.776562
WEST END AV,MN0389,POINT (-73.987264 40.776217),W 66 ST,-73.987264,40.776217
BROADWAY,MN0392,POINT (-73.982385 40.77197),W 64 ST,-73.982385,40.77197
BROADWAY,MN0395,POINT (-73.982315 40.769513),W 61 ST,-73.982315,40.769513
BROADWAY,MN0396,POINT (-73.981907 40.769496000000004),W 61 ST,-73.981907,40.769496
E 14 ST,MN0403,POINT (-73.982279 40.731317),1 AV,-73.982279,40.731317
14 ST BETWEEN AVE B & AVE A,MN0404,POINT (-73.97826 40.72961),BETWEEN AVE B & AVE A,-73.97826,40.72961
E 14 ST,MN0404A,POINT (-73.978365 40.729474),AV B,-73.978365,40.729474
3 AV,MN0405,POINT (-73.948801 40.785693),E 96 ST,-73.948801,40.785693
HUDSON ST,MN0408,POINT (-74.006532 40.73153),BARROW ST,-74.006532,40.73153
3 AV,MN0409,POINT (-73.947546 40.787422),E 99 ST,-73.947546,40.787422
AV C,MN0410,POINT (-73.974696 40.733062),E 20 ST,-73.974696,40.733062
6 AV,MN0606,POINT (-74.003227 40.727123000000006),PRINCE ST,-74.003227,40.727123
W 10 ST,MN0612,POINT (-74.008751 40.73332),WASHINGTON ST,-74.008751,40.73332
HUDSON ST,MN0618,POINT (-74.006239 40.733339),CHRISTOPHER ST,-74.006239,40.733339
AV C,MN0627,POINT (-73.976337 40.727301),E 12 ST,-73.976337,40.727301
14 ST BETWEEN AVE A & 1ST AV,MN0630,POINT (-73.98215 40.73125),BETWEEN AVE A & 1ST AV,-73.98215,40.73125
AV A,MN0634,POINT (-73.984104 40.725093),E 5 ST,-73.984104,40.725093
MADISON ST,MN0640,POINT (-73.989583 40.712594),RUTGERS ST,-73.989583,40.712594
AV A,MN0646,POINT (-73.98294100000001 40.727047),E 9 ST,-73.982941,40.727047
AV C,MN0654,POINT (-73.977058 40.726304),E 11 ST,-73.977058,40.726304
AV A,MN0655,POINT (-73.982741 40.726973),ST MARKS PL,-73.982741,40.726973
JACKSON ST,MN0658,POINT (-73.980751 40.713353),MADISON ST,-73.980751,40.713353
10 AV,MN0666,POINT (-74.005701 40.745389),W 19 ST,-74.005701,40.745389
AMSTERDAM AV,MN0696,POINT (-73.987329 40.770604),W 59 ST,-73.987329,40.770604
5 AV,MN0697,POINT (-73.991252 40.739446),W 20 ST,-73.991252,40.739446
5 AV,MN0698,POINT (-73.989891 40.741317),W 23 ST,-73.989891,40.741317
5 AV,MN0700,POINT (-73.987113 40.745124),W 29 ST,-73.987113,40.745124
5 AV,MN0703A,POINT (-73.98537 40.74752500000001),W 33 ST,-73.98537,40.747525
7 AV,MN0704,POINT (-73.993654 40.747081),W 28 ST,-73.993654,40.747081
W 23 ST,MN0742,POINT (-73.995246 40.743811),7 AV,-73.995246,40.743811
W 23 ST,MN0743,POINT (-73.99886 40.745548),8 AV,-73.99886,40.745548
E 34 ST,MN0744,POINT (-73.980932 40.746796),PARK AV,-73.980932,40.746796
AV C,MN0758,POINT (-73.974732 40.729927),E 16 ST,-73.974732,40.729927
AV C,MN0759,POINT (-73.97562 40.728713),E 14 ST,-73.97562,40.728713
W 72 ST,MN0763,POINT (-73.984181 40.779568),WEST END AV,-73.984181,40.779568
WEST END AV,MN0764,POINT (-73.984749 40.779635),W 72 ST,-73.984749,40.779635
W 65 ST,MN0766,POINT (-73.987307 40.775115),WEST END AV,-73.987307,40.775115
W 65 ST,MN0767,POINT (-73.984494 40.7739),AMSTERDAM AV,-73.984494,40.7739
COLUMBUS AV,MN0770,POINT (-73.962207 40.800358),W 108 ST,-73.962207,40.800358
COLUMBUS AV,MN0775,POINT (-73.972511 40.786227),W 86 ST,-73.972511,40.786227
COLUMBUS AV,MN0776,POINT (-73.975002 40.782814),W 80 ST,-73.975002,40.782814
COLUMBUS AV,MN0778,POINT (-73.979137 40.777146),W 72 ST,-73.979137,40.777146
AMSTERDAM AV,MN0781,POINT (-73.979907 40.780776),W 75 ST,-73.979907,40.780776
AMSTERDAM AV,MN0781A,POINT (-73.977087 40.784652),W 81 ST,-73.977087,40.784652
AMSTERDAM AV,MN0783,POINT (-73.976159 40.785921),W 83 ST,-73.976159,40.785921
AMSTERDAM AV,MN0786,POINT (-73.971507 40.792298),W 93 ST,-73.971507,40.792298
AMSTERDAM AV,MN0787,POINT (-73.969136 40.795539),W 98 ST,-73.969136,40.795539
AMSTERDAM AV,MN0788,POINT (-73.967274 40.798094),W 102 ST,-73.967274,40.798094
AMSTERDAM AV,MN0790,POINT (-73.9654 40.800674),W 106 ST,-73.9654,40.800674
W 106 ST,MN0797,POINT (-73.965402 40.800193),AMSTERDAM AV,-73.965402,40.800193
BROADWAY,MN0801,POINT (-73.960052 40.813624),LA SALLE ST,-73.960052,40.813624
AMSTERDAM AV,MN0804,POINT (-73.953745 40.816624),W 131 ST,-73.953745,40.816624
AMSTERDAM AV,MN0805,POINT (-73.952837 40.817867),W 133 ST,-73.952837,40.817867
BROADWAY,MN0810,POINT (-73.960741 40.812026),W 122 ST,-73.960741,40.812026
W 125 ST,MN0811,POINT (-73.958086 40.815245000000004),BROADWAY,-73.958086,40.815245
BROADWAY,MN0813,POINT (-73.959157 40.814843),TIEMANN PL,-73.959157,40.814843
FREDERICK DOUGLASS BLVD,MN0814,POINT (-73.937575 40.829006),W 155 ST,-73.937575,40.829006
FREDERICK DOUGLASS BLVD,MN0815,POINT (-73.936381 40.830632),W 159 ST,-73.936381,40.830632
FREDERICK DOUGLASS BLVD,MN0819,POINT (-73.951148 40.81041),W 125 ST,-73.951148,40.81041
5 AV,MN0825,POINT (-73.936132 40.815011),W 138 ST,-73.936132,40.815011
W 135 ST,MN0828,POINT (-73.940424 40.813812),MALCOLM X BLVD,-73.940424,40.813812
W 116 ST,MN0830,POINT (-73.953039 40.803551),ADAM CLAYTON POWELL BLVD,-73.953039,40.803551
W 116 ST,MN0832,POINT (-73.94914300000002 40.801683),MALCOLM X BLVD,-73.949143,40.801683
W 110 ST,MN0836,POINT (-73.954986 40.799397),ADAM CLAYTON POWELL BLVD,-73.954986,40.799397
MADISON AV,MN0844,POINT (-73.947784 40.795787),E 109 ST,-73.947784,40.795787
LEXINGTON AV,MN0848,POINT (-73.946598 40.791967),E 106 ST,-73.946598,40.791967
MADISON AV,MN0863,POINT (-73.937101 40.81041),E 132 ST,-73.937101,40.81041
1 AV,MN0866,POINT (-73.943824 40.784257),E 97 ST,-73.943824,40.784257
E 96 ST,MN0868,POINT (-73.953762 40.78716800000001),MADISON AV,-73.953762,40.787168
E 106 ST,MN0884,POINT (-73.944363 40.791548),3 AV,-73.944363,40.791548
FT WASHINGTON AV,MN0890,POINT (-73.939834 40.846803),W 175 ST,-73.939834,40.846803
BROADWAY,MN0894,POINT (-73.933948 40.853943),W 187 ST,-73.933948,40.853943
AMSTERDAM AV,MN0900,POINT (-73.92798 40.852308),W 188 ST,-73.92798,40.852308
EDGECOMBE AV,MN0907,POINT (-73.937764 40.835079),W 162 ST,-73.937764,40.835079
FT WASHINGTON AV,MN0910,POINT (-73.944233 40.837521),W 162 ST,-73.944233,40.837521
FT WASHINGTON AV,MN0911,POINT (-73.940976 40.844494),W 172 ST,-73.940976,40.844494
BROADWAY,MN0916,POINT (-73.930153 40.863106),DONGAN PL,-73.930153,40.863106
EDGECOMBE AV,MN0925,POINT (-73.939932 40.832457),W 158 ST,-73.939932,40.832457
AMSTERDAM AV,MN0930,POINT (-73.932635 40.845924),W 178 ST,-73.932635,40.845924
ST NICHOLAS AV,MN0937,POINT (-73.928754 40.856351),W 192 ST,-73.928754,40.856351
9 AV,MN9004,POINT (-73.999331 40.749468),W 28 ST,-73.999331,40.749468
COLUMBUS AV,MN9007,POINT (-73.969696 40.790097),W 92 ST,-73.969696,40.790097
2 AV,MN9011,POINT (-73.970387 40.752536),E 46 ST,-73.970387,40.752536
FT WASHINGTON AV,MN9013,POINT (-73.937071 40.85487),W 187 ST,-73.937071,40.85487
AMSTERDAM AV,MN9016,POINT (-73.972419 40.791017),W 91 ST,-73.972419,40.791017
FT WASHINGTON AV,MN9025,POINT (-73.934533 40.858726),CABRINI BLVD,-73.934533,40.858726
W 14 ST,MN9026,POINT (-74.00478100000001 40.740606),HUDSON ST,-74.004781,40.740606
BROADWAY,MN9028,POINT (-73.92683200000002 40.86557),DYCKMAN ST,-73.926832,40.86557
5 AV,MN9029,POINT (-73.94253 40.806194),W 125 ST,-73.94253,40.806194
AMSTERDAM AV,MN9030,POINT (-73.942644 40.831826),W 155 ST,-73.942644,40.831826
BROADWAY,MN9031,POINT (-73.933479 40.854415),W 187 ST,-73.933479,40.854415
WEST END AV,MN9032,POINT (-73.986886 40.776247),W 66 ST,-73.986886,40.776247
AV C,MN9035,POINT (-73.976911 40.72690600000001),E 12 ST,-73.976911,40.726906
GRAND ST,MN9036,POINT (-73.982913 40.714915),E  BROADWAY,-73.982913,40.714915
BROADWAY,MN9038,POINT (-73.934659 40.852567),W 185 ST,-73.934659,40.852567
6 AV,MNBR546,POINT (-74.001425 40.730775),W 3 ST,-74.001425,40.730775
MADISON AV,MNBX041,POINT (-73.9832 40.747275),E 33 ST,-73.9832,40.747275
6 AV,MNBX214,POINT (-73.999796 40.733097),WAVERLY PL,-73.999796,40.733097
MADISON AV,MNBX222,POINT (-73.987259 40.741712),E 24 ST,-73.987259,40.741712
6 AV,MNBX285,POINT (-73.998448 40.734938),W 10 ST,-73.998448,40.734938
MADISON AV,MNBX411,POINT (-73.986306 40.743004),E 26 ST,-73.986306,40.743004
PARK AV,MNBX510,POINT (-73.985028 40.742277),E 26 ST,-73.985028,40.742277
5 AV,MNBX562,POINT (-73.98806 40.743871),W 27 ST,-73.98806,40.743871
WEST ST,MNQN852,POINT (-74.010059 40.732884),CHRISTOPHER ST,-74.010059,40.732884
DITMARS BLVD,QN0003,POINT (-73.90586800000001 40.77262),STEINWAY ST,-73.905868,40.77262
DITMARS BLVD,QN0004,POINT (-73.903386 40.771062),45 ST,-73.903386,40.771062
DITMARS BLVD,QN0007,POINT (-73.897499 40.768211),72 ST,-73.897499,40.768211
STEINWAY ST,QN0011,POINT (-73.901739 40.776299),20 AV & 20 RD,-73.901739,40.776299
STEINWAY ST,QN0013,POINT (-73.908524 40.770942),23 AV,-73.908524,40.770942
STEINWAY ST,QN0015,POINT (-73.91198 40.767743),25 AV & 28 AV,-73.91198,40.767743
30 AV,QN0016,POINT (-73.914742 40.763855),STEINWAY ST,-73.914742,40.763855
30 AV,QN0017,POINT (-73.915244 40.763927),STEINWAY ST,-73.915244,40.763927
21 ST,QN0020,POINT (-73.91687000000002 40.780299),DITMARS BLVD,-73.91687,40.780299
21 ST,QN0022,POINT (-73.921214 40.776743),24 AV,-73.921214,40.776743
21 ST,QN0024,POINT (-73.931397 40.765371),BROADWAY,-73.931397,40.765371
21 ST,QN0026,POINT (-73.933647 40.763006),34 AV,-73.933647,40.763006
21 ST,QN0027,POINT (-73.934338 40.762621),34 AV,-73.934338,40.762621
21 ST,QN0029,POINT (-73.935738 40.761155),35 AV,-73.935738,40.761155
21 ST,QN0030,POINT (-73.936764 40.760077),36 AV,-73.936764,40.760077
21 ST,QN0031,POINT (-73.936474 40.76005000000001),36 AV,-73.936474,40.76005
21 ST,QN0035,POINT (-73.942092 40.754176),41 AV,-73.942092,40.754176
21 ST,QN0036,POINT (-73.943508 40.752701),QUEENS PLZ,-73.943508,40.752701
30 AV,QN0042,POINT (-73.92109 40.766672),31 ST,-73.92109,40.766672
NORTHERN BLVD,QN0044,POINT (-73.907176 40.753154),54 ST,-73.907176,40.753154
BROADWAY,QN0047,POINT (-73.918763 40.75878),STEINWAY & 41 ST,-73.918763,40.75878
BROADWAY,QN0048,POINT (-73.925161 40.761781),31 ST,-73.925161,40.761781
BROADWAY,QN0050,POINT (-73.928689 40.763477),CRESCENT ST & 23 ST,-73.928689,40.763477
BROADWAY,QN0051,POINT (-73.928662 40.763639),CRESCENT ST,-73.928662,40.763639
DITMARS BLVD,QN0052,POINT (-73.916574 40.780373),21 ST,-73.916574,40.780373
DITMARS BLVD,QN0053,POINT (-73.9091 40.7751),35 ST,-73.9091,40.7751
STEINWAY ST,QN0055,POINT (-73.903274 40.775239),20 RD,-73.903274,40.775239
21 ST,QN0058,POINT (-73.92808 40.769744),30 AV,-73.92808,40.769744
VERNON BLVD,QN0061,POINT (-73.94457 40.759057),38 AV,-73.94457,40.759057
30 AV,QN0066,POINT (-73.917649 40.76522),36 ST,-73.917649,40.76522
VERNON BLVD,QN0073,POINT (-73.940034 40.765737),34 AV,-73.940034,40.765737
20 AV,QN0075,POINT (-73.901414 40.776399),STEINWAY ST,-73.901414,40.776399
QUEENS BLVD,QN0078,POINT (-73.920221 40.743086),44 ST,-73.920221,40.743086
ROOSEVELT AV,QN0093,POINT (-73.914214 40.743702),51 ST,-73.914214,40.743702
48 ST,QN0094,POINT (-73.918765 40.732695),L.I.E.,-73.918765,40.732695
ROOSEVELT AV,QN0098,POINT (-73.900385 40.745977),64 ST,-73.900385,40.745977
ROOSEVELT AV,QN0111,POINT (-73.915773 40.74319),49 ST,-73.915773,40.74319
ASTORIA BLVD,QN0121,POINT (-73.871733 40.76255),98 ST,-73.871733,40.76255
NORTHERN BLVD,QN0124,POINT (-73.874097 40.756862),JUNCTION BLVD,-73.874097,40.756862
NORTHERN BLVD,QN0125,POINT (-73.876401 40.756614),92 ST,-73.876401,40.756614
92 ST,QN0126,POINT (-73.877331 40.763043),ASTORIA BLVD & 30 AV,-73.877331,40.763043
ASTORIA BLVD,QN0128,POINT (-73.88764 40.765262),82 ST,-73.88764,40.765262
82 ST,QN0132,POINT (-73.88471 40.751511),35 AV,-73.88471,40.751511
31 AV,QN0134,POINT (-73.891089 40.758777),77 ST,-73.891089,40.758777
73 ST,QN0135,POINT (-73.894427 40.75811),31 AV,-73.894427,40.75811
74 ST,QN0137,POINT (-73.891732 40.748807),37 AV,-73.891732,40.748807
NORTHERN BLVD,QN0139,POINT (-73.86689 40.757612),102 ST,-73.86689,40.757612
NORTHERN BLVD,QN0141,POINT (-73.861339 40.757927),108 ST,-73.861339,40.757927
NORTHERN BLVD,QN0142,POINT (-73.863177 40.757857),106 ST,-73.863177,40.757857
NORTHERN BLVD,QN0147,POINT (-73.889389 40.755248),78 ST,-73.889389,40.755248
25 AV,QN0152,POINT (-73.888811 40.762764),80 ST,-73.888811,40.762764
