LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
NORTHERN BLVD,QN04318,POINT (-73.909779 40.752881),WOODSIDE AV,-73.909779,40.752881
BROADWAY,QN04320,POINT (-73.917178 40.758028),42 ST,-73.917178,40.758028
99 ST,QN04321,POINT (-73.859144 40.736788),59 AV,-73.859144,40.736788
NORTHERN BLVD,QN04323,POINT (-73.825608 40.764283),BOWNE ST,-73.825608,40.764283
NORTHERN BLVD,QN04324,POINT (-73.825801 40.764489),BOWNE ST,-73.825801,40.764489
COLLEGE PT BLVD,QN04326,POINT (-73.832744 40.753955),MAPLE AV,-73.832744,40.753955
NORTHERN BLVD,QN04327,POINT (-73.7961 40.758073),171 ST,-73.7961,40.758073
NORTHERN BLVD,QN04328,POINT (-73.797914 40.75898),169 ST,-73.797914,40.75898
NORTHERN BLVD,QN04329,POINT (-73.801376 40.760475),165 ST,-73.801376,40.760475
UTOPIA PKWY,QN0433,POINT (-73.793105 40.738576),HORACE HARDING EXPWY,-73.793105,40.738576
NORTHERN BLVD,QN04330,POINT (-73.802668 40.761442),STATION RD,-73.802668,40.761442
KISSENA BLVD,QN04332,POINT (-73.82453 40.755201),FRANKLIN AV,-73.82453,40.755201
NORTHERN BLVD,QN04333,POINT (-73.81334 40.765232),MURRAY ST,-73.81334,40.765232
NORTHERN BLVD,QN04334,POINT (-73.823039 40.76459),PARSONS BLVD,-73.823039,40.76459
BROADWAY,QN04336,POINT (-73.920401 40.759544),37 ST,-73.920401,40.759544
JUNCTION BLVD,QN04338,POINT (-73.862682 40.73075),QUEENS BLVD,-73.862682,40.73075
QUEENS BLVD,QN04339,POINT (-73.834927 40.717479),76 RD,-73.834927,40.717479
71 AV,QN04340,POINT (-73.844344 40.721026),QUEENS BLVD,-73.844344,40.721026
BEDELL ST,QN04341,POINT (-73.774464 40.68023),BAISLEY BLVD,-73.774464,40.68023
PARSONS BLVD,QN04342,POINT (-73.80384 40.708935),87 AV,-73.80384,40.708935
BELL BLVD,QN04343,POINT (-73.776479 40.782189),23 AV,-73.776479,40.782189
82 ST,QN04345,POINT (-73.885037 40.753329),34 AV,-73.885037,40.753329
MAIN ST,QN04346,POINT (-73.81969 40.722955),76 AV,-73.81969,40.722955
32 AV,QN04347,POINT (-73.830148 40.768222),138 ST,-73.830148,40.768222
FRANCIS LEWIS BLVD,QN04348,POINT (-73.800488 40.777104),163 ST,-73.800488,40.777104
PARSONS BLVD,QN04349,POINT (-73.822168 40.786713),14 AV,-73.822168,40.786713
46 AV,QN04350,POINT (-73.79443 40.753632),AUBURNDALE LA,-73.79443,40.753632
NASSAU BLVD,QN04351,POINT (-73.725364 40.7648),LITTLE NECK PKWY,-73.725364,40.7648
MAIN ST,QN04352,POINT (-73.823698 40.730163),JEWEL AV,-73.823698,40.730163
FRANCIS LEWIS BLVD,QN04353,POINT (-73.795408 40.772671),169 ST,-73.795408,40.772671
UNION TURNPIKE,QN04354,POINT (-73.789389 40.72663),179 ST,-73.789389,40.72663
HORACE HARDING EXPWY,QN04355,POINT (-73.790664 40.739427000000006),183 ST,-73.790664,40.739427
NORTHERN BLVD,QN04357,POINT (-73.816884 40.765233),149 ST,-73.816884,40.765233
QUEENS BLVD,QN04358,POINT (-73.827395 40.713),82 AV,-73.827395,40.713
UNION TURNPIKE,QN0436,POINT (-73.809217 40.719748),PARSONS BLV,-73.809217,40.719748
JEWEL AV,QN04360,POINT (-73.825866 40.729439),140 ST,-73.825866,40.729439
UNION TURNPIKE,QN04361,POINT (-73.821367 40.717443),VLEIGH PL,-73.821367,40.717443
QUEENS BLVD,QN04362,POINT (-73.831923 40.714532),UNION TURNPIKE,-73.831923,40.714532
CORPORAL KENNEDY ST,QN04363,POINT (-73.782982 40.776791),26 AV,-73.782982,40.776791
HILLSIDE AV,QN04364,POINT (-73.762307 40.719983),202 ST,-73.762307,40.719983
PARSONS BLVD,QN04365,POINT (-73.807593 40.71447),HOOVER AV,-73.807593,40.71447
UNION TURNPIKE,QN04366,POINT (-73.769512 40.731743),FRANCIS LEWIS BLVD,-73.769512,40.731743
101 AV,QN04367,POINT (-73.821529 40.691132),124 ST,-73.821529,40.691132
PARSONS BLVD,QN0437,POINT (-73.81058 40.72537),76 AV,-73.81058,40.72537
101 AV,QN04370,POINT (-73.858434 40.680644),80 ST,-73.858434,40.680644
101 AV,QN04371,POINT (-73.860241 40.680132),77 ST,-73.860241,40.680132
ATLANTIC AV,QN04372,POINT (-73.851831 40.687161),90 ST,-73.851831,40.687161
JAMAICA AV,QN04373,POINT (-73.82078200000001 40.702148),132 ST,-73.820782,40.702148
MYRTLE AV,QN04374,POINT (-73.836344 40.700578),114 ST,-73.836344,40.700578
LEFFERTS BLVD,QN04375,POINT (-73.829386 40.709462),AUSTIN ST,-73.829386,40.709462
KEW GARDENS RD,QN04376,POINT (-73.830135 40.713514),80 RD,-73.830135,40.713514
DITMARS BLVD,QN04377,POINT (-73.88812 40.7676),82 ST,-73.88812,40.7676
JAMAICA AV,QN04378,POINT (-73.866977 40.691426),DEXTER CT,-73.866977,40.691426
NORTHERN BLVD,QN04379,POINT (-73.806722 40.763415),159 ST,-73.806722,40.763415
UNION ST,QN04380,POINT (-73.827927 40.765547),35 AV,-73.827927,40.765547
HORACE HARDING EXPWY,QN04381,POINT (-73.862207 40.734293),97 ST,-73.862207,40.734293
KISSENA BLVD,QN04382,POINT (-73.814921 40.734169),MELBOURNE AV,-73.814921,40.734169
JEWEL AV,QN04383,POINT (-73.814473 40.731916),KISSENA BLVD,-73.814473,40.731916
MYRTLE AV,QN04384,POINT (-73.854726 40.702462),WOODHAVEN BLVD,-73.854726,40.702462
MYRTLE AV,QN04385,POINT (-73.834709 40.700396),115 ST,-73.834709,40.700396
PARSONS BLVD,QN04386,POINT (-73.810824 40.725544),76 AV,-73.810824,40.725544
PARSONS BLVD,QN04387,POINT (-73.81037600000002 40.723954),77 AV,-73.810376,40.723954
101 AV,QN04388,POINT (-73.819462 40.691894),127 ST,-73.819462,40.691894
101 AV,QN04389,POINT (-73.848879 40.683531),92 ST,-73.848879,40.683531
LEFFERTS BLVD,QN04390,POINT (-73.831562 40.701705),HILLSIDE AV,-73.831562,40.701705
QUEENS BLVD,QN04391,POINT (-73.827407 40.712612),82 AV,-73.827407,40.712612
QUEENS BLVD,QN04392,POINT (-73.902763 40.741556),63 ST,-73.902763,40.741556
ROOSEVELT AV,QN04393,POINT (-73.900746 40.745787),63 ST,-73.900746,40.745787
MERRICK BLVD,QN04394,POINT (-73.77043000000002 40.684291),BAISLEY BLVD,-73.77043,40.684291
BEDELL ST,QN04395,POINT (-73.765983 40.675187),134 RD,-73.765983,40.675187
QUEENS BLVD,QN04396,POINT (-73.90487100000001 40.741297),60 ST,-73.904871,40.741297
QUEENS BLVD,QN04397,POINT (-73.930094 40.744737),35 ST,-73.930094,40.744737
ROOSEVELT AV,QN04398,POINT (-73.89867200000002 40.746007),65 Pl,-73.898672,40.746007
QUEENS BLVD,QN04399,POINT (-73.919909 40.743555),45 ST,-73.919909,40.743555
101 AV,QN04402,POINT (-73.855666 40.681603),84 ST,-73.855666,40.681603
MERRICK BLVD,QN04403,POINT (-73.77518 40.687394),FOCH BLVD,-73.77518,40.687394
LINDEN BLVD,QN04404,POINT (-73.76061 40.692213),191 ST,-73.76061,40.692213
LINDEN BLVD,QN04405,POINT (-73.756524 40.693179),195 ST,-73.756524,40.693179
LIBERTY AV,QN04406,POINT (-73.79008 40.702668),168 PL,-73.79008,40.702668
PARSONS BLVD,QN04407,POINT (-73.806426 40.712231),85 AV,-73.806426,40.712231
CROSS BAY BLVD,QN04408,POINT (-73.839208 40.655576),161 AV,-73.839208,40.655576
HORACE HARDING EXPWY,QN04409,POINT (-73.792379 40.738961),UTOPIA PKWY,-73.792379,40.738961
LINDEN BLVD,QN04410,POINT (-73.751463 40.694579),201 ST,-73.751463,40.694579
LINDEN BLVD,QN04411,POINT (-73.746532 40.696106),FRANCIS LEWIS BLVD,-73.746532,40.696106
STEINWAY ST,QN04414,POINT (-73.913419 40.765682000000005),28 AV,-73.913419,40.765682
30 AV,QN04415,POINT (-73.912386 40.762578),43 ST,-73.912386,40.762578
VERNON BLVD,QN04416,POINT (-73.952112 40.749253),44 DR,-73.952112,40.749253
20 AV,QN04417,POINT (-73.897194 40.773179),47 ST,-73.897194,40.773179
LINDEN BLVD,QN04418,POINT (-73.765858 40.692053),NEWBURG ST,-73.765858,40.692053
LINDEN BLVD,QN04419,POINT (-73.754706 40.693843),197 ST,-73.754706,40.693843
PARSONS BLVD,QN0442,POINT (-73.809047 40.719546),UNION TURNPIKE,-73.809047,40.719546
MERRICK BLVD,QN04422,POINT (-73.753772 40.680039),SPRINGFIELD BLVD,-73.753772,40.680039
QUEENS BLVD,QN04423,POINT (-73.927289 40.744413),38 ST,-73.927289,40.744413
QUEENS BLVD,QN04424,POINT (-73.904867 40.741806),60 ST,-73.904867,40.741806
CROSS BAY BLVD,QN04426,POINT (-73.843434 40.674831000000005),DOXEY PL (133 AV),-73.843434,40.674831
BELL BLVD,QN04428,POINT (-73.77551 40.779912),24 AV,-73.77551,40.779912
LINDEN BLVD,QN04429,POINT (-73.76397 40.691783),EVERITT  PL,-73.76397,40.691783
164 ST,QN0443,POINT (-73.803877 40.719607),GOETHALS AV,-73.803877,40.719607
JAMAICA AV,QN04430,POINT (-73.767029 40.713074),193 ST,-73.767029,40.713074
WILLETS PT BLVD,QN04431,POINT (-73.799743 40.78279500000001),17 AV,-73.799743,40.782795
MAIN ST,QN04434,POINT (-73.826174 40.748068),56 AV,-73.826174,40.748068
30 AV,QN04436,POINT (-73.925329 40.768822),CRESCENT ST,-73.925329,40.768822
82 ST,QN04437,POINT (-73.887383 40.765348),ASTORIA BLVD,-73.887383,40.765348
MYRTLE AV,QN04439,POINT (-73.905281 40.700164),CORNELIA ST,-73.905281,40.700164
KISSENA BLVD,QN04441,POINT (-73.822967 40.754144),CHERRY AV,-73.822967,40.754144
KISSENA BLVD,QN04442,POINT (-73.814957 40.73773400000001),64 AV,-73.814957,40.737734
QUEENS BLVD,QN04443,POINT (-73.931977 40.744952),33 ST,-73.931977,40.744952
QUEENS BLVD,QN04445,POINT (-73.923578 40.743979),41 ST,-73.923578,40.743979
PARSONS BLVD,QN04446,POINT (-73.806715 40.712774),84 DR,-73.806715,40.712774
NORTHERN BLVD,QN04447,POINT (-73.82391 40.764714),PARSONS BLVD,-73.82391,40.764714
PARSONS BLVD,QN04450,POINT (-73.809065 40.720368),UNION TURNPIKE,-73.809065,40.720368
UNION TURNPIKE,QN04451,POINT (-73.82375 40.715897),135 ST,-73.82375,40.715897
SPRINGFIELD BLVD,QN04452,POINT (-73.753627 40.742523),73 AV,-73.753627,40.742523
48TH AV BETWEEN 41 ST & 40 ST,QN04453,POINT (-73.92450000000001 40.739),BETWEEN 41 ST & 40 ST,-73.9245,40.739
48 AV,QN04454,POINT (-73.921663 40.739639),44 ST,-73.921663,40.739639
UNION TURNPIKE,QN04455,POINT (-73.799846 40.722936),168 ST,-73.799846,40.722936
MAIN ST,QN04456,POINT (-73.819718 40.722411),76 AV,-73.819718,40.722411
MAIN ST,QN04457,POINT (-73.825397 40.735376),GRAVETT RD,-73.825397,40.735376
CROSS BAY BLVD,QN04458,POINT (-73.84298 40.670341),149 AV,-73.84298,40.670341
JEWEL AV,QN04461,POINT (-73.805565 40.731836),164 ST,-73.805565,40.731836
LIBERTY AV,QN04462,POINT (-73.835035 40.682944),106 ST,-73.835035,40.682944
LIBERTY AV,QN04463,POINT (-73.820501 40.687579),123 ST,-73.820501,40.687579
30 AV,QN04465,POINT (-73.929616 40.770806),14 ST,-73.929616,40.770806
21 ST,QN04466,POINT (-73.927533 40.770054),30 AV,-73.927533,40.770054
21 ST,QN04467,POINT (-73.922894 40.775616),HOYT AV NORTH,-73.922894,40.775616
LIBERTY AV,QN04468,POINT (-73.830821 40.684774),111 ST,-73.830821,40.684774
HORACE HARDING EXPWY,QN04469,POINT (-73.858232 40.735499),99 ST,-73.858232,40.735499
UTOPIA PKWY,QN04470,POINT (-73.792778 40.738798),HORACE HARDING EXPWY,-73.792778,40.738798
COLLEGE PT BLVD,QN04472,POINT (-73.835146 40.745714),58 RD,-73.835146,40.745714
154 ST,QN04473,POINT (-73.808038 40.787177),CROSS ISLAND PKWY,-73.808038,40.787177
30 AV,QN04474,POINT (-73.90917 40.761077),47 ST,-73.90917,40.761077
LINDEN BLVD,QN04476,POINT (-73.76857700000001 40.692596),179 ST,-73.768577,40.692596
CORNAGA AV,QN04477,POINT (-73.74961 40.60267),MOTT AV,-73.74961,40.60267
MURDOCK AV,QN04478,POINT (-73.740813 40.703553),SPRINGFIELD BLVD,-73.740813,40.703553
LIBERTY AV,QN04479,POINT (-73.820556 40.687721),124 ST,-73.820556,40.687721
164 ST,QN04480,POINT (-73.805245 40.731894),JEWEL AV,-73.805245,40.731894
164 ST,QN04481,POINT (-73.805063 40.734642),67 AV,-73.805063,40.734642
ATLANTIC AV,QN04482,POINT (-73.850209 40.68760900000001),92 ST,-73.850209,40.687609
MAIN ST,QN04484,POINT (-73.818724 40.720479),77 RD,-73.818724,40.720479
HORACE HARDING EXPWY,QN04485,POINT (-73.814556 40.738502),KISSENA BLVD,-73.814556,40.738502
55 AV,QN04486,POINT (-73.917776 40.728547),50 ST,-73.917776,40.728547
48 ST,QN04487,POINT (-73.917768 40.738821),48 AV,-73.917768,40.738821
DITMARS BLVD,QN04488,POINT (-73.907667 40.774082),37 ST,-73.907667,40.774082
JUNCTION BLVD,QN04489,POINT (-73.865083 40.734937),59 AV & 60 AV,-73.865083,40.734937
WOODHAVEN BLVD,QN04490,POINT (-73.871017 40.732765),HOFFMAN DR,-73.871017,40.732765
139 ST,QN04491,POINT (-73.829683 40.771876000000006),28 RD,-73.829683,40.771876
BEACH CHANNEL DR,QN04492,POINT (-73.781451 40.59537400000001),BEACH 51 ST,-73.781451,40.595374
HILLSIDE AV,QN04493,POINT (-73.774934 40.714667),187 ST,-73.774934,40.714667
HILLSIDE AV,QN04494,POINT (-73.773394 40.7153),188 ST,-73.773394,40.7153
MERRICK BLVD,QN04495,POINT (-73.778956 40.691559),LINDEN BLVD,-73.778956,40.691559
LINDEN BLVD,QN04496,POINT (-73.752959 40.694326),199 ST,-73.752959,40.694326
JAMAICA AV,QN04497,POINT (-73.787076 40.70795),173 ST,-73.787076,40.70795
METROPOLITAN AV,QN04498,POINT (-73.834646 40.706886),118 ST,-73.834646,40.706886
FRESH POND RD,QN04499,POINT (-73.900545 40.71239200000001),METROPOLITAN AV,-73.900545,40.712392
73 AV,QN0450,POINT (-73.777617 40.73496),195 ST,-73.777617,40.73496
FOREST AV,QN04500,POINT (-73.904349 40.709313),GROVE ST,-73.904349,40.709313
MAIN ST,QN04501,POINT (-73.827815 40.754563),FRANKLIN AV,-73.827815,40.754563
35 AV,QN04502,POINT (-73.928289 40.757949),31 ST,-73.928289,40.757949
HILLSIDE AV,QN04503,POINT (-73.798861 40.708948),164 ST,-73.798861,40.708948
35 AV,QN04504,POINT (-73.928804 40.758354),31 ST,-73.928804,40.758354
ROCKAWAY BLVD,QN04505,POINT (-73.790884 40.673536),147 ST,-73.790884,40.673536
ATLANTIC AV,QN04506,POINT (-73.860899 40.684568),80 ST,-73.860899,40.684568
40 AV,QN04507,POINT (-73.944061 40.75662),10 ST,-73.944061,40.75662
21 ST BETWEEN 36 AV & 35 AV,QN04508,POINT (-73.9354 40.7611),BETWEEN 36 AV & 35 AV,-73.9354,40.7611
YELLOWSTONE BLVD,QN04509,POINT (-73.84928200000002 40.722532),GERARD PL,-73.849282,40.722532
188 ST,QN0451,POINT (-73.780967 40.729024),UNION TURNPIKE,-73.780967,40.729024
35 AV,QN04510,POINT (-73.921793 40.75489400000001),STEINWAY ST,-73.921793,40.754894
35 AV,QN04511,POINT (-73.9224 40.755354),STEINWAY ST,-73.9224,40.755354
35 AV,QN04512,POINT (-73.925558 40.756832),35 ST,-73.925558,40.756832
POWELLS COVE BLVD,QN04513,POINT (-73.799425 40.794202),162 ST,-73.799425,40.794202
CORONA AV,QN04514,POINT (-73.867697 40.742029),JUNCTION BLVD,-73.867697,40.742029
CORONA AV,QN04515,POINT (-73.867216 40.742247),JUNCTION BLVD,-73.867216,40.742247
CORONA AV,QN04516,POINT (-73.874935 40.741664),90 ST,-73.874935,40.741664
127 ST,QN04517,POINT (-73.819019 40.691767),101 AV,-73.819019,40.691767
QUEENS PLZ SOUTH,QN04519,POINT (-73.943393 40.751673),22 ST,-73.943393,40.751673
QUEENS BLVD,QN04521,POINT (-73.88951 40.739325),74 ST,-73.88951,40.739325
QUEENS BLVD,QN04522,POINT (-73.88256200000001 40.737503),51 AV,-73.882562,40.737503
MYRTLE AV,QN04523,POINT (-73.874823 40.702507),74 ST,-73.874823,40.702507
69 ST,QN04524,POINT (-73.896198 40.746193),ROOSEVELT AV,-73.896198,40.746193
LIBERTY AV,QN04525,POINT (-73.815623 40.68947200000001),130 ST,-73.815623,40.689472
NORTHERN BLVD,QN04526,POINT (-73.932239 40.752073),39 AV,-73.932239,40.752073
41 AV,QN04529,POINT (-73.947142 40.756287),VERNON BLVD,-73.947142,40.756287
NORTHERN BLVD,QN04530,POINT (-73.914164 40.75346),48 ST,-73.914164,40.75346
ROCKAWAY BEACH BLVD,QN04531,POINT (-73.809456 40.587669),BEACH 84 ST,-73.809456,40.587669
ROCKAWAY BEACH BLVD,QN04532,POINT (-73.811023 40.587723),BEACH 86 ST,-73.811023,40.587723
ROCKAWAY BEACH BLVD,QN04533,POINT (-73.823539 40.583859),BEACH 102 ST,-73.823539,40.583859
ROCKAWAY BEACH BLVD,QN04534,POINT (-73.828039 40.582556),BEACH 106 ST,-73.828039,40.582556
110 ST,QN04536,POINT (-73.856936 40.78534),14 AV,-73.856936,40.78534
41 AV,QN04538,POINT (-73.818379 40.761472),147 ST,-73.818379,40.761472
41 AV,QN04539,POINT (-73.821234 40.760545),PARSONS BLVD,-73.821234,40.760545
41 AV,QN04540,POINT (-73.821946 40.760507),PARSONS BLVD,-73.821946,40.760507
WHITESTONE EXPWY,QN04541,POINT (-73.834131 40.771331),LINDEN PL,-73.834131,40.771331
69 ST,QN04542,POINT (-73.89525300000001 40.726273),GRAND AV,-73.895253,40.726273
GRAND AV,QN04544,POINT (-73.89733700000001 40.72494),QUEENS MIDTOWN EXPWY,-73.897337,40.72494
GRAND AV,QN04545,POINT (-73.880849 40.735753),GOLDSMITH ST,-73.880849,40.735753
HORACE HARDING EXPWY,QN04546,POINT (-73.808765 40.738871),160 ST,-73.808765,40.738871
STEINWAY ST,QN04547,POINT (-73.913979 40.765277),28 AV,-73.913979,40.765277
STEINWAY ST,QN04548,POINT (-73.917386 40.761107),31 AV,-73.917386,40.761107
ROOSEVELT AV,QN04549,POINT (-73.909093 40.745111),56 ST,-73.909093,40.745111
HORACE HARDING EXPWY,QN04550,POINT (-73.724956 40.764492),NASSAU BLVD,-73.724956,40.764492
WHITESTONE EXPWY,QN04553,POINT (-73.824477 40.781892),20 AV,-73.824477,40.781892
BOWNE ST,QN04554,POINT (-73.820699 40.755773),BEECH AV,-73.820699,40.755773
BOWNE ST,QN04555,POINT (-73.81861 40.754094),45 AV,-73.81861,40.754094
BOWNE ST,QN04556,POINT (-73.823923 40.759559),41 AV,-73.823923,40.759559
NORTHERN BLVD,QN04557,POINT (-73.807964 40.763585),157 ST,-73.807964,40.763585
48TH AV BETWEEN 40 ST & 41 ST,QN04559,POINT (-73.92474 40.73985),BETWEEN 40 ST & 41 ST,-73.92474,40.73985
48 AV,QN04560,POINT (-73.933927 40.740907),VAN DAM ST,-73.933927,40.740907
48 AV,QN04561,POINT (-73.928533 40.740284),37 ST,-73.928533,40.740284
21 ST,QN04563,POINT (-73.945691 40.750471),43 AV,-73.945691,40.750471
VERNON BLVD,QN04564,POINT (-73.952304 40.748835),44 DR & 45 ST,-73.952304,40.748835
ROCKAWAY BEACH BLVD,QN04566,POINT (-73.806896 40.587898),BEACH 81 ST,-73.806896,40.587898
ROCKAWAY BEACH BLVD,QN04567,POINT (-73.84785 40.576127),BEACH 129 ST,-73.84785,40.576127
ROCKAWAY BEACH BLVD,QN04568,POINT (-73.864999 40.568841),BEACH 149 ST,-73.864999,40.568841
BEACH CHANNEL DR,QN04569,POINT (-73.781424 40.595184),BEACH 51 ST,-73.781424,40.595184
QUEENS BLVD,QN04570,POINT (-73.817634 40.707358),86 AV,-73.817634,40.707358
QUEENS BLVD,QN04572,POINT (-73.929523 40.744166),35 ST,-73.929523,40.744166
QUEENS BLVD,QN04573,POINT (-73.923041 40.743419),41 ST,-73.923041,40.743419
QUEENS BLVD,QN04574,POINT (-73.916486 40.742657),48 ST,-73.916486,40.742657
LEFFERTS BLVD,QN04575,POINT (-73.819245 40.676467),ROCKAWAY BLVD,-73.819245,40.676467
82 ST,QN04576,POINT (-73.887014 40.765328),ASTORIA BLVD,-73.887014,40.765328
99 ST,QN04578,POINT (-73.859734 40.73795100000001),58 AV,-73.859734,40.737951
48 ST,QN04579,POINT (-73.918997 40.730781),54 AV,-73.918997,40.730781
QUEENS BLVD,QN04580,POINT (-73.902157 40.74098),61 ST,-73.902157,40.74098
JEWEL AV,QN04581,POINT (-73.829092 40.728291),136 ST,-73.829092,40.728291
HORACE HARDING EXPWY,QN04582,POINT (-73.800679 40.737926),168 ST,-73.800679,40.737926
LITTLE NECK PKWY,QN04583,POINT (-73.71919 40.747139000000004),74 AV,-73.71919,40.747139
UTOPIA PKWY,QN04584,POINT (-73.79157800000002 40.725018),UNION TURNPIKE,-73.791578,40.725018
UNION TURNPIKE,QN04585,POINT (-73.811766 40.719042),150 ST,-73.811766,40.719042
UNION TURNPIKE,QN04586,POINT (-73.746721 40.735623),SPRINGFIELD BLVD,-73.746721,40.735623
JAMAICA AV,QN04587,POINT (-73.792006 40.706403),168 ST,-73.792006,40.706403
FOREST AV,QN04589,POINT (-73.905944 40.712416),HARMAN ST,-73.905944,40.712416
HORACE HARDING EXPWY,QN0459,POINT (-73.786098 40.740689),188 ST,-73.786098,40.740689
21 ST,QN04590,POINT (-73.941587 40.755039),40 AV,-73.941587,40.755039
ROOSEVELT AV,QN04591,POINT (-73.883568 40.747601),82 ST,-73.883568,40.747601
QUEENS BLVD,QN04594,POINT (-73.858261 40.728907),65 AV,-73.858261,40.728907
21 ST,QN04597,POINT (-73.942388 40.754206),41 AV,-73.942388,40.754206
GUY BREWER BLVD,QN04598,POINT (-73.775658 40.673643),134 AV,-73.775658,40.673643
BEDELL ST,QN04599,POINT (-73.774422 40.680443),BAISLEY BLVD,-73.774422,40.680443
BEDELL ST,QN04600,POINT (-73.76807 40.676479),133 AV,-73.76807,40.676479
BEDELL ST,QN04601,POINT (-73.76592 40.67489),134 AV,-73.76592,40.67489
BEDELL ST,QN04602,POINT (-73.773259 40.679463),127 AV,-73.773259,40.679463
BEDELL ST,QN04603,POINT (-73.770891 40.677996),130 AV,-73.770891,40.677996
BEDELL ST,QN04604,POINT (-73.770865 40.678221),130 AV,-73.770865,40.678221
GUY BREWER BLVD,QN04605,POINT (-73.778144 40.676906),130 AV,-73.778144,40.676906
CROSS BAY BLVD,QN04606,POINT (-73.842634 40.670813),149 AV,-73.842634,40.670813
101 AV,QN04607,POINT (-73.839257 40.686104),104 ST,-73.839257,40.686104
56 AV,QN04609,POINT (-73.874281 40.735088),QUEENS BLVD,-73.874281,40.735088
GREENPOINT AV,QN04611,POINT (-73.927009 40.738775),39 ST,-73.927009,40.738775
SPRINGFIELD BLVD,QN04612,POINT (-73.750146 40.739944),76 AV,-73.750146,40.739944
LINDEN BLVD,QN04613,POINT (-73.765726 40.692187),NEWBURG ST,-73.765726,40.692187
99 ST,QN04614,POINT (-73.860819 40.740008),55 AV,-73.860819,40.740008
WOODHAVEN BLVD,QN04616,POINT (-73.854257 40.700613),FOREST PARK DR,-73.854257,40.700613
LITTLE NECK PKWY,QN04617,POINT (-73.717344 40.74375),UNION TURNPIKE,-73.717344,40.74375
COLLEGE PT BLVD,QN04620,POINT (-73.841673 40.769081),31 AV,-73.841673,40.769081
QUEENS BLVD,QN04621,POINT (-73.874733 40.735157),56 AV,-73.874733,40.735157
MERRICK BLVD,QN04622,POINT (-73.772592 40.68557500000001),VICTORIA RD,-73.772592,40.685575
HILLSIDE AV,QN04623,POINT (-73.735016 40.733562),WINCHESTER BLVD,-73.735016,40.733562
CROSS ISLAND PKWY,QN04624,POINT (-73.787077 40.788973),ESTATES LANE,-73.787077,40.788973
HORACE HARDING EXPWY,QN04625,POINT (-73.775838 40.74291),FRANCIS LEWIS BLVD,-73.775838,40.74291
FRANCIS LEWIS BLVD,QN04626,POINT (-73.770097 40.731473),UNION TURNPIKE,-73.770097,40.731473
WOODHAVEN BLVD,QN04627,POINT (-73.854858 40.700588),FOREST PKWY,-73.854858,40.700588
HILLSIDE AV,QN04628,POINT (-73.762063 40.71983),202 ST,-73.762063,40.71983
HILLSIDE AV,QN04629,POINT (-73.787562 40.71191300000001),175 ST,-73.787562,40.711913
MURDOCK AV,QN04631,POINT (-73.7581 40.699194),196 ST,-73.7581,40.699194
77 ST,QN04632,POINT (-73.891096 40.760377),30 AV,-73.891096,40.760377
GUY BREWER BLVD,QN04633,POINT (-73.783098 40.684629),FOCH BLVD,-73.783098,40.684629
211 ST,QN04634,POINT (-73.78083200000002 40.780239),23 AV,-73.780832,40.780239
UTOPIA PKWY,QN04637,POINT (-73.791532 40.72559),UNION TURNPIKE,-73.791532,40.72559
ARCHER AV,QN04639,POINT (-73.795047 40.703677),GUY BREWER BLVD,-73.795047,40.703677
188 ST,QN0464,POINT (-73.786578 40.740312),HORACE HARDING EXPWY,-73.786578,40.740312
UNION ST,QN04640,POINT (-73.826462 40.769985),BAYSIDE AV,-73.826462,40.769985
UTOPIA PKWY,QN04641,POINT (-73.794387 40.781493),169 St,-73.794387,40.781493
SUTPHIN BLVD,QN04642,POINT (-73.78806500000002 40.673504),ROCKAWAY BLVD,-73.788065,40.673504
CROSS ISLAND PKWY,QN04643,POINT (-73.782755 40.78892),212 ST,-73.782755,40.78892
62 DR,QN04644,POINT (-73.850836 40.735803),108 ST,-73.850836,40.735803
UTOPIA PKWY,QN04645,POINT (-73.790471 40.721111),KILDARE RD,-73.790471,40.721111
GUY BREWER BLVD,QN04646,POINT (-73.774628 40.672279),137 AV,-73.774628,40.672279
DITMARS BLVD,QN04647,POINT (-73.910412 40.77583),31 ST,-73.910412,40.77583
HILLSIDE AV,QN04648,POINT (-73.790107 40.711879),172 ST,-73.790107,40.711879
30 AV,QN04649,POINT (-73.919536 40.765943),33 ST,-73.919536,40.765943
ELIOT AV,QN04651,POINT (-73.872974 40.727990000000005),85 ST,-73.872974,40.72799
GUY BREWER BLVD,QN04652,POINT (-73.785919 40.689392),SAYRES AV,-73.785919,40.689392
FRANCIS LEWIS BLVD,QN04654,POINT (-73.796227 40.773188),168 ST,-73.796227,40.773188
HORACE HARDING EXPWY,QN04655,POINT (-73.793684 40.739313),175 PL,-73.793684,40.739313
LINDEN BLVD,QN04656,POINT (-73.778696 40.69187),172 ST,-73.778696,40.69187
BEDELL ST,QN04657,POINT (-73.768139 40.676275),133 AV,-73.768139,40.676275
QUEENS BLVD,QN04659,POINT (-73.907145 40.74157),58 ST,-73.907145,40.74157
MAIN ST,QN0466,POINT (-73.82072 40.724977),73 AV,-73.82072,40.724977
BEACH CHANNEL DR,QN04660,POINT (-73.795784 40.592783),BEACH 67 ST,-73.795784,40.592783
89 ST,QN04661,POINT (-73.878831 40.756499),NORTHERN BLVD,-73.878831,40.756499
